Título,Preço,Departamento
Requeijão Catupiry Zero Lactose Copo 150g,"R$ 9,99",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Morango 500g,"R$ 10,55",Frios-E-Laticínios
Iogurte Desnatado Corpus Zero Lactose Morango 540g,"R$ 11,49",Frios-E-Laticínios
Linguiça De Frango Marchiori Fina Granel Kg,"R$ 43,90",Frios-E-Laticínios
Leite Em Pó Piracanjuba Integral Sachê 200g,"R$ 9,89",Frios-E-Laticínios
Queijo Parmesão Scala Granel Kg,"R$ 99,90",Frios-E-Laticínios
Queijo Minas Padrão President Kg,"R$ 83,99",Frios-E-Laticínios
Iogurte Integral Vigor Iogurte +Cereais 140g,"R$ 4,99",Frios-E-Laticínios
Manteiga Xando Extra Sem Sal Tablete - 200g,"R$ 14,99",Frios-E-Laticínios
Leite Fermentado Desnatado Chamyto Big C/6 Unid. De 120g - 720g,"R$ 11,99",Frios-E-Laticínios
Iogurte Grego Batavo Tradicional 500g,"R$ 11,99",Frios-E-Laticínios
Queijo Muçarela Scala Peça Kg,"R$ 55,90",Frios-E-Laticínios
Iogurte Desnatado Danone 10g Proteína Coco Zero Lactose 220g,"R$ 7,39",Frios-E-Laticínios
Linguiça Fininha Defumada Seara 215g,"R$ 8,99",Frios-E-Laticínios
Queijo Minas Padrão Frimesa Fracionado Kg,"R$ 79,90",Frios-E-Laticínios
Iogurte Desnatado Molico Morango Sem Lactose 850g,"R$ 15,65",Frios-E-Laticínios
Iogurte Desnatado Batavo Pense Zero Zero Lactose C/ Pedaços Morango 100g,"R$ 3,09",Frios-E-Laticínios
Manteiga Scala Com Sal Pote 200g,"R$ 14,99",Frios-E-Laticínios
Leite Longa Vida Italac Desnatado A2 Edge - 1 Litro,"R$ 7,49",Frios-E-Laticínios
Queijo Minas Fresco Bandeira Light Kg,"R$ 69,90",Frios-E-Laticínios
"Iogurte Desnatado Batavo Pense Zero Zero Lactose Ameixa 1,15kg","R$ 18,79",Frios-E-Laticínios
Salame Perdigão Italiano Fatiado 100g,"R$ 14,99",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Aveia 800g,"R$ 15,69",Frios-E-Laticínios
Leite Longa Vida Molico Proteína Desnatado Zero Lactose Edge 1l,"R$ 8,99",Frios-E-Laticínios
Leite Fermentado Desnatado Vigor Minions C/6 Unid. De 75g - 450g,"R$ 7,69",Frios-E-Laticínios
Manteiga Davaca C/ Sal Pote 200g,"R$ 12,49",Frios-E-Laticínios
Salamitos Sadia Snacks Tradicional 36g,"R$ 4,99",Frios-E-Laticínios
Queijo Coalho Scala Espeto 285g,"R$ 29,99",Frios-E-Laticínios
Requeijão Verde Campo Lacfree Zero Lactose Copo 180g,"R$ 12,35",Frios-E-Laticínios
Sobremesa Láctea Chandelle Pudim De Leite Condensado 100g,"R$ 4,29",Frios-E-Laticínios
Queijo Mussarela Tirolez Light Granel Kg,"R$ 89,90",Frios-E-Laticínios
Leite In Natura Xandô Light Garrafa 1l,"R$ 8,99",Frios-E-Laticínios
Queijo Minas Padrão Tirolez Light Sem Lactose Kg,"R$ 119,90",Frios-E-Laticínios
Queijo Muçarela De Bufala Bom Destino Bolotinho 160g,"R$ 19,99",Frios-E-Laticínios
Iorgute Semidesnatado Batavo Probio2 Morango 170g,"R$ 3,29",Frios-E-Laticínios
Bebida Láctea Shefa Chocolate 1l,"R$ 6,65",Frios-E-Laticínios
Creme De Ricota Tirolez Zero Lactose - 150g,"R$ 9,99",Frios-E-Laticínios
Queijo Prato Scala Granel Kg,"R$ 64,90",Frios-E-Laticínios
Linguiça De Pernil Seara Bandeja Kg,"R$ 28,90",Frios-E-Laticínios
Requeijão Tirolez Sache 250g,"R$ 16,99",Frios-E-Laticínios
Iogurte Desnatado Frutap Morango Zero Lactose 850g,"R$ 11,35",Frios-E-Laticínios
Margarina Vigor Tradicional C/ Sal 500g,"R$ 9,49",Frios-E-Laticínios
Cream Cheese Philadelphia Bisn 400g,"R$ 28,90",Frios-E-Laticínios
Azeitona Verde Fatiada Kg,"R$ 37,90",Frios-E-Laticínios
Peito De Peru Sadia Defumado Sem Casca Kg,"R$ 70,90",Frios-E-Laticínios
Iogurte Desnatado Nestle Natural 160g,"R$ 3,99",Frios-E-Laticínios
"Petit Suisse Danoninho Morango, Banana E Maça Verde 320g","R$ 10,99",Frios-E-Laticínios
Creme De Queijo Tirolez Minas Frescal Light Pote 150g,"R$ 9,99",Frios-E-Laticínios
Margarina Qualy Vege 250g,"R$ 5,99",Frios-E-Laticínios
Bacon Frimesa Fatiado Pacote 400g,"R$ 24,99",Frios-E-Laticínios
Iogurte Integral Batavo Mel 170g,"R$ 3,69",Frios-E-Laticínios
Apresuntado Seara Peça Kg,"Compre online R$ 19,12 kg",Frios-E-Laticínios
Cream Cheese Scala Pote 150g,"R$ 11,89",Frios-E-Laticínios
Bebida Láctea Batavo Polpa Morango/Pêssego 540g,"R$ 5,99",Frios-E-Laticínios
Cream Cheese Scala Light Pote 150g,"R$ 11,89",Frios-E-Laticínios
Iogurte Desnatado Batavo Pense Zero Zero Lactose C/ Pedaços Morango 500g,"R$ 11,49",Frios-E-Laticínios
Leite Fermentado Activia Baunilha C/ 6 Unid. 450g,"R$ 9,49",Frios-E-Laticínios
Creme De Leite Xandô Pasteurizado 300g,"R$ 22,99",Frios-E-Laticínios
Iogurte Integral Batavo Ameixa 170g,"R$ 3,69",Frios-E-Laticínios
Leite In Natura Rico Tipo A Saquinho 1l,"R$ 8,15",Frios-E-Laticínios
Bebida Láctea Shefa Chocolate 200ml,"R$ 1,79",Frios-E-Laticínios
Mortadela Sadia Defumado 180g,"R$ 6,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Frutap Laranja, Cenoura E Mel 150g","R$ 2,85",Frios-E-Laticínios
Iogurte Semi Desnatado Danoninho Para Beber Morango 100g,"R$ 3,59",Frios-E-Laticínios
Queijo Prato Tirolez Light Sem Lactose Lanche Kg,"R$ 114,90",Frios-E-Laticínios
Iogurte Semi Desnatado Chamyto Morango C/ Cereais De Chocolate - 130g,"R$ 4,99",Frios-E-Laticínios
Iogurte Nestle Morango 510g,"R$ 7,99",Frios-E-Laticínios
Bebida Láctea Piracanjuba Chocolate - 200ml,"R$ 1,79",Frios-E-Laticínios
Queijo Parmesão President 180g,"R$ 24,99",Frios-E-Laticínios
Manteiga Aviação Sem Sal Pote 200g,"R$ 14,99",Frios-E-Laticínios
Queijo Brie Tirolez Granel Kg,"R$ 139,90",Frios-E-Laticínios
Manteiga Davaca Zero Lactose 200g,"R$ 13,49",Frios-E-Laticínios
Leite Longa Vida Itambe Premium Pro 1l,"R$ 9,89",Frios-E-Laticínios
Bebida Láctea Elegê Morango E Ameixa 540g,"R$ 5,99",Frios-E-Laticínios
Linguiça Toscana Perdigão C/ Queijo Pacote 600g,"R$ 33,99",Frios-E-Laticínios
Leite Fermentado Desnatado Vigor Minions 800g,"R$ 10,29",Frios-E-Laticínios
Leite Longa Vida Hercules Semidesnatado 1l,"R$ 5,39",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Classico - 250ml,"R$ 8,95",Frios-E-Laticínios
Bebida Láctea Batavo Pense Zero Mamão 170g,"R$ 3,35",Frios-E-Laticínios
Rabo Salgado A Bandeja Kg,"R$ 27,90",Frios-E-Laticínios
Salsicha Hot Dog Seara Air Fryer Defumada Pacote 250g,"R$ 7,99",Frios-E-Laticínios
Margarina Leco Extra Cremosa C/ Sal 200g,"R$ 14,49",Frios-E-Laticínios
Requeijão Light Danone Copo 200g,"R$ 9,69",Frios-E-Laticínios
Manteiga President Sem Sal Pote 200g,"R$ 15,99",Frios-E-Laticínios
Queijo Brie Triângulo Tirolez 125g,"R$ 29,99",Frios-E-Laticínios
Queijo Parmesão President Forma Kg,"R$ 99,90",Frios-E-Laticínios
Queijo Minas Padrão De Bufala Bom Destino Fracionado Kg,"R$ 109,90",Frios-E-Laticínios
Bebida Láctea 3 Corações Cappuccino Classic 260ml,"R$ 7,99",Frios-E-Laticínios
Queijo Cheddar Polenghi Fatiado Sandwich-In Light 144g,"R$ 16,99",Frios-E-Laticínios
Linguiça Toscana Pamplona Pacote 4kg,"R$ 67,90",Frios-E-Laticínios
Bebida Láctea Piracanjuba 23g De Proteína Frutas Vermelhas Zero Lactose Whey 250ml,"R$ 9,69",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Morango 160g,"R$ 2,59",Frios-E-Laticínios
Margarina Qualy Light 0% Lactose C/ Sal 500g,"R$ 8,75",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Morango 100g,"R$ 2,89",Frios-E-Laticínios
Chantilly Polenghi Spray 250g,"R$ 36,99",Frios-E-Laticínios
Salame Ceratti Italiano Defumado Fatiado 100g,"R$ 12,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Frutap Açai Com Morango 1,25kg","R$ 13,89",Frios-E-Laticínios
Mortadela Ceratti Bandeja Kg,"R$ 46,90",Frios-E-Laticínios
Manteiga Batavo Extra C/ Sal Pote 500g,"R$ 35,90",Frios-E-Laticínios
Sobremesa Batavo Quark Tradicional Nuv 450g,"R$ 10,89",Frios-E-Laticínios
Manteiga Scala Sem Sal Pote 200g,"R$ 14,99",Frios-E-Laticínios
Queijo Cottage Quatá - 250g,"R$ 19,90",Frios-E-Laticínios
Leite Longa Vida Italac Integral Zero Lactose 1l,"R$ 6,89",Frios-E-Laticínios
Iogurte Semi Desnatado Danone 10g Proteína Natural Zero Lactose 160g,"R$ 5,69",Frios-E-Laticínios
Sobremesa Láctea Chandelle Chocolate 540g - 6 Unidades,"R$ 18,65",Frios-E-Laticínios
Bebida Láctea Elegê De Morango 540g,"R$ 5,99",Frios-E-Laticínios
Embutido De Filé Mignon Suíno Sadia Cozido Bandeja Kg,"R$ 24,90",Frios-E-Laticínios
Bebida Not Milk Semi Desnatado 1l,"R$ 15,99",Frios-E-Laticínios
Salsichão Ceratti Com Picles Fatiado - 100g,"R$ 9,90",Frios-E-Laticínios
Bebida Láctea Yopro 15g De Proteina Banana Zero Açúcar/Lactose 250ml,"R$ 9,99",Frios-E-Laticínios
Iogurte Desnatado Danone 10g Proteína Morango Zero Lactose 220g,"R$ 7,49",Frios-E-Laticínios
Bebida Láctea Piracanjuba 23g De Proteína Baunilha Zero Lactose Whey 250ml,"R$ 9,69",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Morango C/ Calda 150g,"R$ 4,19",Frios-E-Laticínios
Bebida Lactea Parmalat Wheyfit Chocolate 250g,"R$ 8,19",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Morango - 170g,"R$ 3,49",Frios-E-Laticínios
Requeijão Tirolez Light Copo Leve Mais Por Menos 400g,"R$ 15,99",Frios-E-Laticínios
Requeijão Tradicional Danone Copo 200g,"R$ 9,69",Frios-E-Laticínios
Leite Longa Vida Itambe Nolac Desnatado Zero Lactose 1l,"R$ 7,59",Frios-E-Laticínios
Manteiga Aviação Extra C/ Sal Tablete 200g,"R$ 15,49",Frios-E-Laticínios
Presunto Cru Italiano Ceratti Fatiado - 100g,"R$ 32,90",Frios-E-Laticínios
Iogurte Desnatado Yopro Morango Zero Lactose 250g,"R$ 11,99",Frios-E-Laticínios
Queijo Processado Tradicional Polenguinho C/ 4 Unid. 68g,"R$ 7,99",Frios-E-Laticínios
Bebida Silk De Amêndoa Sem Açúcar 1l,"R$ 20,89",Frios-E-Laticínios
Iogurte Grego Vigor Blueberry 90g,"R$ 3,39",Frios-E-Laticínios
Queijo Provolone Scala Bandeja Kg,"R$ 99,90",Frios-E-Laticínios
Requeijão Valeza Cremoso Pote 400g,"R$ 16,99",Frios-E-Laticínios
Iogurte Desnatado Atilatte Natural Zero Lactose 170g,"R$ 4,99",Frios-E-Laticínios
Coalhada Vigor 150g,"R$ 3,49",Frios-E-Laticínios
Presunto Cozido Seara Peça Kg,"Compre online R$ 20,72 kg",Frios-E-Laticínios
Peito De Frango Ceratti Defumado Fatiado 100g,"R$ 9,79",Frios-E-Laticínios
Queijo Prato Soltíssimo Fatiado Sadia 150g,"R$ 12,99",Frios-E-Laticínios
Bebida Láctea Yopro 25g De Proteína Chocolate Zero Açúcar/Lactose 250ml,"R$ 12,59",Frios-E-Laticínios
Preparo Para Creme Chantilly Amélia 200g,"R$ 9,99",Frios-E-Laticínios
Presunto Cozido Sadia Sem Capa Band Kg,"R$ 37,90",Frios-E-Laticínios
Bacon Perdigão Fatiado 250g,"R$ 18,99",Frios-E-Laticínios
Salame Perdigão Italiano Peça Kg,"R$ 94,90",Frios-E-Laticínios
Salsicha Hot Dog Seara Defumada Pacote 500g,"R$ 13,99",Frios-E-Laticínios
Iogurte Desnatado Frutap Morango Zero Lactose 160g,"R$ 2,95",Frios-E-Laticínios
Iogurte Grego Danone Light Original E Morango 510g,"R$ 15,99",Frios-E-Laticínios
Bebida Not Milk High Protein 15g De Proteína Chocolate 250ml,"R$ 7,99",Frios-E-Laticínios
Peito De Peru Sadia Soltissimo 200g,"R$ 18,99",Frios-E-Laticínios
Composto Lacteo Ninho Forti+ Zero Lactose Lata 380g,"R$ 26,99",Frios-E-Laticínios
Queijo Minas Padrão Meia Cura São Pedro Kg,"R$ 81,90",Frios-E-Laticínios
Queijo Gruyere President 160g,"R$ 21,99",Frios-E-Laticínios
Queijo Coalho Tirolez Espeto Kg,"R$ 95,90",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Lacfree Zero Lactose Natural 500g,"R$ 10,79",Frios-E-Laticínios
Margarina Vigor Mix C/ Sal 500g,"R$ 26,90",Frios-E-Laticínios
"Leite Fermentado Integral Activia Café Da Manhã Linhaça, Morango E Banana 170g","R$ 6,59",Frios-E-Laticínios
Queijo Processado Tradicional Polenguinho C/ 8 Unid. 136g,"R$ 14,99",Frios-E-Laticínios
Molho Queijo Cheddar Polenghi Club Do Molho Pote 220g,"R$ 14,99",Frios-E-Laticínios
Salame Marba Defumado Fatiado 100g,"R$ 14,99",Frios-E-Laticínios
Linguiça Calabresa Frimesa Granel Kg,"R$ 26,90",Frios-E-Laticínios
Requeijão Da Vaca Zero Lactose 200g,"R$ 12,99",Frios-E-Laticínios
Queijo Prato President Gran Reserva 150g,"R$ 12,99",Frios-E-Laticínios
Iogurte Semi Desnatado Ninho Maca E Banana 850g,"R$ 17,29",Frios-E-Laticínios
Leite Fermentado Activia Ameixa Zero 800g,"R$ 16,99",Frios-E-Laticínios
Bebida Láctea Danone Morango 510g,"R$ 9,49",Frios-E-Laticínios
Queijo Minas Fresco Tirolez Light Sem Lactose Kg,"R$ 89,90",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Natural Mel 170g,"R$ 3,99",Frios-E-Laticínios
Queijo Muçarela Tirolez Light Sem Lactose Fatiado 150g,"R$ 14,99",Frios-E-Laticínios
Presunto Alemão Hans Fatiado 100g,"R$ 19,99",Frios-E-Laticínios
Queijo Parmesão Vigor Forma Granel Kg,"R$ 124,90",Frios-E-Laticínios
Iogurte Vida Veg Protein Morango 160g,"R$ 9,99",Frios-E-Laticínios
Costela Defumada Bandeja Kg,"R$ 49,90",Frios-E-Laticínios
Leite Em Po Ninho Aduto Semi Desnatado Lata 350g,"R$ 24,90",Frios-E-Laticínios
Leite Fermentado Integral Activia Ameixa 510g Com 6 Un,"R$ 13,99",Frios-E-Laticínios
Salame Italiano Sadia Fatiado 100g,"R$ 16,49",Frios-E-Laticínios
Leite Uht Desnatado Tampa Rosca 1l Paulista,"R$ 6,25",Frios-E-Laticínios
Manteiga Catupiry Extra Sem Sal - 200g,"R$ 13,99",Frios-E-Laticínios
Mortadela Sadia Defumada Bandeja Kg,"R$ 23,55",Frios-E-Laticínios
Iogurte Grego Batavo Pense Zero Zero Lactose Morango 450g,"R$ 10,99",Frios-E-Laticínios
Flan Nestle Caramelo 200g,"R$ 6,49",Frios-E-Laticínios
Petit Suisse Danoninho Morango E Banana Para Levar 70g,"R$ 4,49",Frios-E-Laticínios
Iogurte Semi Desnatado Danone 10g Proteína Baunilha Zero Lactose 160g,"R$ 5,69",Frios-E-Laticínios
Composto Lácteo Molico Zero Lactose Lata 260g,"Compre online R$ 24,29",Frios-E-Laticínios
Banha Frimesa Pote 450g,"R$ 8,69",Frios-E-Laticínios
Sobremesa Láctea Cremosa De Chocolate Branco Danette Bandeja C/ 4 Unid. 360g,"R$ 11,99",Frios-E-Laticínios
Bacon Aurora Fatiado 250g,"R$ 18,99",Frios-E-Laticínios
Queijo Frescatino Polenghi Tradicional 250g,"R$ 18,49",Frios-E-Laticínios
Queijo Ralado President 4 Queijos 100g,"R$ 14,49",Frios-E-Laticínios
Bebida Láctea Frutilac Salada De Frutas Saquinho 800g,"R$ 5,79",Frios-E-Laticínios
Iogurte Semi Desnatado Danoninho Para Beber Banana Maçã 100g,"R$ 3,59",Frios-E-Laticínios
Iogurte Integral Danoninho Bom Dia Banana Com Aveia Squeeze 70g,"R$ 4,29",Frios-E-Laticínios
Linguiça De Pernil Seara Bandeja Kg,"R$ 23,90",Frios-E-Laticínios
Salsicha Frango Perdigão 500g,"R$ 14,99",Frios-E-Laticínios
Linguiça Mista Perdigão Defumada Fininha 215g,"R$ 8,99",Frios-E-Laticínios
Composto Lácteo Molico C/ Fibras 260g,"Compre online R$ 22,41",Frios-E-Laticínios
Queijo Muçarela Tirolez Peça Kg,"R$ 69,90",Frios-E-Laticínios
Leite Longa Vida Garrafa Shefa Semi Desnatado - 1l,"R$ 5,49",Frios-E-Laticínios
Iogurte Desnatado Frutap Natural 150g,"R$ 2,85",Frios-E-Laticínios
Sobremesa Batavo Quark Morango Nuv 450g,"R$ 10,89",Frios-E-Laticínios
Sobremesa Batavo Quark Frutas Vermelhas Nuv Zero Açúcar 100g,"R$ 3,25",Frios-E-Laticínios
Paio Seara Embalada Kg,"R$ 42,90",Frios-E-Laticínios
Salame Seara Gourmet Hamburguês Fatiado 100g,"R$ 14,29",Frios-E-Laticínios
"Iogurte Semi Desnatado Batavo Morango 1,150kg","R$ 16,49",Frios-E-Laticínios
Bebida Láctea Elegê De Morango E Coco 540g,"R$ 5,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Chocolate - 250ml,"R$ 8,95",Frios-E-Laticínios
Queijo Prato Polenghi Fatiado Sandwich-In Light 144g,"R$ 16,99",Frios-E-Laticínios
Banha Sadia 500g,"R$ 11,99",Frios-E-Laticínios
Requeijão Scala Tradicional Copo 380g,"R$ 17,99",Frios-E-Laticínios
Queijo Parmesão Frimesa Granel Kg,"R$ 109,90",Frios-E-Laticínios
Iogurte Semi Desnatado Vigor Morango 170g,"R$ 3,49",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Whey Zero Lactose Morango 250g,"R$ 10,89",Frios-E-Laticínios
Creme Quark Batavo Coco Nuv 100g,"R$ 3,25",Frios-E-Laticínios
Iogurte Desnatado Chambinho Morango Recreio 100g,"R$ 3,69",Frios-E-Laticínios
Linguiça Suína Seara Alho E Ervas Churrasco 600g,"R$ 20,99",Frios-E-Laticínios
Iogurte Integral Vigor Ameixa 150g,"R$ 3,49",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Vitamina De Frutas 170g,"R$ 3,49",Frios-E-Laticínios
Iogurte Desnatado Yopro Cookies Caramelo Zero Lactose 250g,"R$ 13,99",Frios-E-Laticínios
Peito De Frango Ceratti Defumada Bandeja Kg,"R$ 49,90",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Mel 150g,"R$ 2,85",Frios-E-Laticínios
"Iogurte Semi Desnatado Frutap Salada De Frutas 1,25kg","R$ 13,89",Frios-E-Laticínios
Requeijão Danubio Light Vidro 190g,"R$ 11,29",Frios-E-Laticínios
Creme De Ricota Tirolez Original Pote Leve Mais Por Menos 370g,"R$ 16,99",Frios-E-Laticínios
Queijo Cottage Tirolez Sem Lactose 200g,"R$ 19,99",Frios-E-Laticínios
Bebida Lactea Parmalat Wheyfit Coco Com Batata Doce 250g,"R$ 8,19",Frios-E-Laticínios
Bebida Láctea Yopro 15g De Proteína Baunilha Zero Lactose E Zero Açúcar 250ml,"R$ 9,99",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Cookies'N Cream - 250ml,"R$ 8,95",Frios-E-Laticínios
Iogurte Semi Desnatado Chamyto Morango C/ Cereais Colorido - 130g,"R$ 4,99",Frios-E-Laticínios
Iogurte Semi Desnatado Nestle Cenoura/Laranja/Mel 170g,"R$ 3,99",Frios-E-Laticínios
Queijo Mussarela Vida Veg Castanha De Caju Fatiada 150g,"R$ 18,99",Frios-E-Laticínios
Bebida Láctea Yopro 15g De Proteina Coco E Batata Doce Zero Açúcar/Lactose 250ml,"R$ 9,99",Frios-E-Laticínios
Queijo Muçarela Tirolez Fatiado - 150g,"R$ 12,99",Frios-E-Laticínios
Queijo Mimas Fresco Frescatino Light 250g,"R$ 18,49",Frios-E-Laticínios
Iogurte Desnatado Verde Campo Whey Zero Lactose Doce De Leite 250g,"R$ 12,29",Frios-E-Laticínios
Requeijão Poços De Caldas Tradicional Copo 200g,"R$ 9,29",Frios-E-Laticínios
Margarina Claybom Sabor Manteiga 500g,"R$ 6,69",Frios-E-Laticínios
Linguiça Toscana Sulita Sabor & Grill 600g,"R$ 17,29",Frios-E-Laticínios
Margarina Claybom C/ Sal 250g,"R$ 3,69",Frios-E-Laticínios
Requeijão Batavo Cremoso C/ Queijos 400g,"R$ 18,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Nestle Morango 1,250kg","R$ 17,99",Frios-E-Laticínios
Queijo Gorgonzola Vigor Granel Kg,"R$ 119,90",Frios-E-Laticínios
Bacon Seara Gourmet Fracionado Kg,"R$ 59,90",Frios-E-Laticínios
Queijo Ralado Vigor Parmesão Fresco 150g,"R$ 34,99",Frios-E-Laticínios
Embutido De Filé Mignon Suíno Cozido Sadia Mignoneto Fatiado 180g,"R$ 9,99",Frios-E-Laticínios
Iogurte Integral Danone Kids Morango Sortidos 150g,"R$ 3,69",Frios-E-Laticínios
Linguiça Pernil Marchiori Fina Bandeja Kg,"R$ 49,90",Frios-E-Laticínios
Queijo Mussarela Vida Veg Castanha De Caju 300g,"R$ 34,90",Frios-E-Laticínios
Margarina Cremosa Light Com Sal Doriana 500g,"R$ 7,99",Frios-E-Laticínios
Margarina Cremosa Com Sal Doriana 1kg,"R$ 13,99",Frios-E-Laticínios
Queijo Minas Frescal Sol Brilhante Bandeja Kg,"R$ 57,90",Frios-E-Laticínios
Bebida Láctea 3 Corações Power Whey Cappuccino Doce De Leite - 250ml,"R$ 8,95",Frios-E-Laticínios
Bebida Láctea Cappuccino Power Whey 15g 3 Corações 260ml,"R$ 11,39",Frios-E-Laticínios
Iogurte Desnatado Molico Morango Sem Lactose 170g,"R$ 3,59",Frios-E-Laticínios
Requeijão Danubio Tradicional Vidro 190g,"R$ 11,29",Frios-E-Laticínios
Margarina Qualy Aerada 500g,"R$ 8,59",Frios-E-Laticínios
Manteiga Tirolez Sem Sal Pote 200g,"R$ 15,98",Frios-E-Laticínios
Queijo Gouda President Fracionado 160g,"R$ 21,99",Frios-E-Laticínios
Bebida Láctea Danone Kids Morango 510g,"R$ 9,99",Frios-E-Laticínios
Iogurte Grego Batavo Morango 100g,"R$ 2,99",Frios-E-Laticínios
Salsicha Hot Dog Copacol Granel Kg,"R$ 8,99",Frios-E-Laticínios
Iogurte Integral Danoninho Bom Dia Morango Com Aveia Sqeeze 70g,"R$ 4,29",Frios-E-Laticínios
Bebida Lactéa Yopro 15g De Preoteina Doce De Leite Havanna Zero Açúcar E Zero Lactose 250g,"R$ 9,99",Frios-E-Laticínios
Queijo Prato Frimesa Fatiado 200g,"R$ 15,99",Frios-E-Laticínios
Queijo Processado Tradicional Polenguinho Zero Lactose C/ 4 Unid. 68g,"R$ 7,99",Frios-E-Laticínios
Bebida Láctea Fast Neston 280ml,"R$ 7,99",Frios-E-Laticínios
Iogurte Desnatado Corpus Zero Lactose Morango 170g,"R$ 3,99",Frios-E-Laticínios
Leite Longa Vida Parmalat Integral 1l,"R$ 5,29",Frios-E-Laticínios
Petit Suisse Elegê Bob Esponja Morango Bandeja C/ 8 Unid. 320g,"R$ 8,29",Frios-E-Laticínios
Iogurte Integral Batavo C/ Pedaços Abacaxi 100g,"R$ 2,89",Frios-E-Laticínios
Margarina Qualy Vita C/ Sal 500g,"R$ 8,99",Frios-E-Laticínios
Margarina Delícia Supreme Amanteigada Com Creme De Leite Com Sal 500g,"R$ 8,99",Frios-E-Laticínios
Sobremesa Láctea Batavo Creamy Chantilly Chocolate 90g,"R$ 3,25",Frios-E-Laticínios
Bacon Perdigão Bandeja Kg,"R$ 44,90",Frios-E-Laticínios
Requeijão Cremoso De Bufala Bom Destino Copo 200g,"R$ 16,99",Frios-E-Laticínios
Salame Sadia Italiano Peça Kg,"R$ 103,19",Frios-E-Laticínios
Iogurte Semi Desnatado Frutap Coco 850g,"R$ 11,19",Frios-E-Laticínios
Iogurte Vida Veg Protein Morango 250g,"R$ 12,29",Frios-E-Laticínios
Mortadela Seara Gourmet Defumada Peça Kg,"R$ 22,90",Frios-E-Laticínios
Queijo Gorgonzola Tirolez Granel Kg,"R$ 139,90",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Kiwi Summer Edition 800g,"R$ 15,69",Frios-E-Laticínios
Queijo Parmesão Kiformaggio Sem Lactose - 200g,"R$ 29,99",Frios-E-Laticínios
Manteiga Vida Veg Castanha De Caju Vegana Pote 200g,"R$ 19,99",Frios-E-Laticínios
Queijo Parmesão Vida Veg De Castanha De Cajú Ralado Vegano 50g,"R$ 9,99",Frios-E-Laticínios
"Iogurte Semi Desnatado Batavo Maçã/Banana/Cereal 1,150kg","R$ 16,49",Frios-E-Laticínios
Leite Em Pó Semidesnatado Itambe 300g,"R$ 19,55",Frios-E-Laticínios
Leite Em Pó Instantâneo Desnatado Itambe Lata 300g,"R$ 19,55",Frios-E-Laticínios
Creme De Ricota President Tradicional 200g,"R$ 8,99",Frios-E-Laticínios
Iogurte Semi Desnatado Nestlé Tradicional Com Calda Frutas Vermelhas 150g,"R$ 4,19",Frios-E-Laticínios
Queijo Minas Frescal Sol Brilhante Granel Kg,"R$ 57,90",Frios-E-Laticínios
Iogurte Grego Nestlé Com Calda De Morango - 90g,"R$ 3,49",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Pêssego Summer Edition 800g,"R$ 15,69",Frios-E-Laticínios
Leite Fermentado Semi Desnatado Activia Vitamina De Frutas 800g,"R$ 15,69",Frios-E-Laticínios
Paio Perdigão 370g,"R$ 18,99",Frios-E-Laticínios
Torresmo Porccino Premium Saquinho 70g,"R$ 7,99",Frios-E-Laticínios
Queijo Provolone Granel Kg,"R$ 69,90",Frios-E-Laticínios
Leite In Natura Letti Tipo A Garrafa 1l,"R$ 9,59",Frios-E-Laticínios
Queijo Gorgonzola Tirolez Peça Kg,"R$ 139,90",Frios-E-Laticínios
Queijo Mozzarella Atilatte Cereja 250g,"R$ 24,90",Frios-E-Laticínios
Sobremesa Batavo Quark Nuv Damasco 100g,"R$ 3,25",Frios-E-Laticínios
Salsicha Hot Dog Perdigão Bandeja Kg,"R$ 13,75",Frios-E-Laticínios
Bacon Pamplona Fatiado 250g,"R$ 18,49",Frios-E-Laticínios
Queijo Gorgonzola Vigor Fracionado 100g,"R$ 17,99",Frios-E-Laticínios
Margarina Amanteigado C/ Sal Muito Sabor Becel Pote 500g,"R$ 11,99",Frios-E-Laticínios
Queijo Parmesão Scala Peça Kg,"R$ 99,90",Frios-E-Laticínios
Mortadela Marbinha 500g,"R$ 8,99",Frios-E-Laticínios
Requeijão Catupiry Cremoso Original Pote 250g,"R$ 17,79",Frios-E-Laticínios
